loan_amnt,int_rate,term,installment,grade,sub_grade,purpose,annual_inc,dti,home_ownership,addr_state,delinq_2yrs,inq_last_6mths,revol_util,open_acc,total_acc,earliest_cr_line,loan_status,total_pymnt,total_rec_prncp,recoveries,issue_d,Employment_length
30000,15.31, 60 months,718.59,C,C5,debt_consolidation,70000.0,14.79,RENT,AZ,0.0,1.0,29.5,9.0,33.0,Nov-1985,Charged Off,7134.87,3557.92,0.0,Mar-2016,2
4800,10.42, 36 months,155.84,B,B3,other,62000.0,19.9,OWN,IL,1.0,0.0,86.6,8.0,11.0,May-2007,Current,2799.56,2213.81,0.0,Aug-2017,9
9500,18.99, 36 months,348.19,D,D3,other,42000.0,19.51,RENT,IL,0.0,1.0,0.5,10.0,19.0,Oct-2002,Current,7353.37,4883.28,0.0,May-2017,6
8325,15.1, 36 months,289.0,C,C2,other,25000.0,19.73,RENT,TN,0.0,0.0,48.2,6.0,20.0,Apr-1997,Fully Paid,10403.1399995837,8325.0,0.0,Nov-2013,10
11000,13.98, 60 months,255.84,C,C3,debt_consolidation,53000.0,24.76,MORTGAGE,NV,0.0,0.0,44.5,10.0,16.0,Jun-2003,Charged Off,8021.83,2853.29,2913.57,Oct-2014,7
4600,11.05, 36 months,150.71,B,B4,other,32000.0,8.81,OWN,KS,0.0,0.0,32.8,5.0,10.0,Nov-2009,Current,1202.86,895.27,0.0,Jun-2018,10
12500,10.99, 36 months,409.18,B,B4,debt_consolidation,38000.0,27.51,MORTGAGE,MI,0.0,0.0,62.7,11.0,22.0,Aug-1980,Fully Paid,14394.3895366033,12500.0,0.0,Oct-2015,0
21000,11.99, 36 months,697.41,B,B3,debt_consolidation,105000.0,27.1,MORTGAGE,OK,0.0,0.0,62.1,13.0,55.0,Feb-1998,Fully Paid,22539.43,21000.0,0.0,Nov-2013,0
10200,7.97, 36 months,319.49,A,A5,credit_card,83000.0,18.55,MORTGAGE,VT,0.0,0.0,67.7,10.0,23.0,May-1998,Current,4488.83,3705.83,0.0,Dec-2017,10
16900,17.57, 60 months,425.21,D,D4,debt_consolidation,38500.0,26.82,OWN,TX,0.0,1.0,67.2,9.0,22.0,Aug-2002,Fully Paid,21569.15,16900.0,0.0,Jul-2014,0
3850,22.39, 36 months,147.82,E,E1,home_improvement,76000.0,16.53,OWN,NV,0.0,1.0,53.6,8.0,17.0,Aug-1986,Charged Off,2415.06,1006.41,631.01,Jun-2016,-1
9000,7.9, 36 months,281.62,A,A4,credit_card,80000.0,23.66,MORTGAGE,PA,0.0,0.0,76.8,10.0,27.0,Aug-1981,Fully Paid,10126.04,9000.0,0.0,Jan-2013,10
10000,22.9, 36 months,386.58,E,E1,credit_card,123000.0,17.17,RENT,WA,2.0,0.0,97.7,10.0,26.0,Nov-1994,Current,4226.94,2370.89,0.0,Mar-2018,3
5000,7.39, 36 months,155.28,A,A4,other,42000.0,27.86,RENT,WA,1.0,0.0,90.2,6.0,14.0,Jul-2002,Current,5119.11,4539.89,0.0,May-2016,8
12000,11.44, 36 months,395.37,B,B4,credit_card,75000.0,13.81,MORTGAGE,CO,2.0,0.0,52.6,15.0,31.0,Jun-2004,Current,8295.14,6498.34,0.0,May-2017,2
5000,10.47, 36 months,162.45,B,B2,other,30000.0,20.48,MORTGAGE,WI,0.0,0.0,20.7,7.0,22.0,Nov-1999,Current,646.89,481.56,0.0,Oct-2018,-1
10000,5.32, 36 months,301.15,A,A1,debt_consolidation,60000.0,15.0,RENT,SD,0.0,0.0,38.1,19.0,31.0,Nov-2003,Fully Paid,10847.675702762,10000.0,0.0,Jan-2016,6
8700,11.99, 36 months,288.93,C,C1,credit_card,27000.0,10.31,RENT,NV,0.0,3.0,88.9,7.0,21.0,Jan-2004,Current,9239.96,7572.87,0.0,Jun-2016,10
12000,21.85, 36 months,457.36,D,D5,debt_consolidation,85000.0,15.51,MORTGAGE,CA,0.0,0.0,63.4,14.0,28.0,Nov-2001,Current,4544.47,2594.13,0.0,Apr-2018,10
10850,13.99, 36 months,370.78,C,C4,debt_consolidation,59000.0,20.69,MORTGAGE,MS,0.0,0.0,34.6,15.0,36.0,Jul-1998,Fully Paid,11970.85,10850.0,0.0,Aug-2015,2
15950,13.49, 36 months,541.2,C,C2,major_purchase,173000.0,8.22,OWN,ME,0.0,2.0,40.5,19.0,33.0,Sep-2000,Current,15141.65,11831.84,0.0,Oct-2016,2
24000,12.99, 36 months,808.54,C,C1,debt_consolidation,65000.0,19.5,MORTGAGE,TX,0.0,0.0,61.8,9.0,15.0,Apr-2007,Fully Paid,28573.39,24000.0,0.0,Oct-2014,3
5000,10.42, 36 months,162.33,B,B3,other,44200.0,19.52,MORTGAGE,UT,0.0,0.0,30.7,7.0,14.0,Apr-1984,Fully Paid,5611.0826051317,5000.0,0.0,Aug-2017,-1
10725,7.21, 36 months,332.19,A,A3,debt_consolidation,70000.0,4.42,OWN,PA,0.0,0.0,46.5,8.0,25.0,Sep-2006,Current,992.27,808.09,0.0,Nov-2018,1
6025,10.91, 36 months,197.0,B,B4,moving,17000.0,6.71,RENT,MA,0.0,0.0,19.8,7.0,20.0,May-1992,Late (31-120 days),3537.5,2692.49,0.0,Jun-2017,-1
25000,6.11, 36 months,761.8,A,A1,credit_card,51250.0,17.52,RENT,CO,0.0,0.0,80.8,4.0,6.0,Dec-2000,Current,4553.83,3855.84,0.0,Aug-2018,0
9000,22.35, 36 months,345.35,D,D5,debt_consolidation,37000.0,22.64,MORTGAGE,IL,0.0,1.0,27.8,9.0,14.0,Mar-2014,Current,1704.4,922.35,0.0,Sep-2018,3
23800,7.97, 36 months,745.48,A,A5,home_improvement,140000.0,9.86,MORTGAGE,CA,0.0,1.0,12.1,16.0,30.0,Apr-1996,Charged Off,1469.88,1178.72,0.0,Jul-2017,5
5000,9.99, 36 months,161.32,B,B3,credit_card,19000.0,8.46,MORTGAGE,MI,0.0,0.0,21.1,6.0,12.0,Feb-2000,Fully Paid,5802.565761514,5000.0,0.0,Dec-2015,0
10000,11.39, 36 months,329.24,B,B3,debt_consolidation,44208.0,25.19,MORTGAGE,TN,0.0,0.0,75.9,8.0,25.0,Jul-2004,Current,8553.91,6873.26,0.0,Dec-2016,10
35000,16.46, 60 months,859.72,C,C5,credit_card,72000.0,20.25,MORTGAGE,CA,0.0,0.0,86.5,5.0,12.0,Jun-2001,Late (16-30 days),5762.0,2769.36,0.0,Jun-2018,5
12000,18.99, 60 months,311.23,D,D4,debt_consolidation,93000.0,23.65,RENT,NJ,0.0,1.0,48.5,24.0,30.0,Jan-1997,Charged Off,3329.67,890.71,1176.38,Apr-2016,10
20000,9.17, 60 months,416.82,B,B2,credit_card,63000.0,20.3,MORTGAGE,OH,1.0,0.0,45.4,17.0,52.0,Sep-2000,Current,17938.23,13378.75,0.0,Jul-2015,7
2500,15.04, 36 months,86.72,C,C4,home_improvement,84000.0,10.99,MORTGAGE,CA,0.0,0.0,63.2,7.0,12.0,Oct-2010,Current,865.11,586.17,0.0,Apr-2018,5
11000,5.32, 36 months,331.27,A,A1,credit_card,52704.0,7.97,MORTGAGE,PA,0.0,1.0,47.5,10.0,21.0,Mar-1996,Current,8298.01,7451.4,0.0,Jan-2017,9
10450,16.99, 36 months,372.52,D,D3,car,23800.0,37.47,RENT,FL,0.0,0.0,36.0,14.0,19.0,Apr-2011,Fully Paid,11644.4035664255,10450.0,0.0,Sep-2015,4
18000,7.02, 36 months,555.96,A,A2,debt_consolidation,67000.0,5.64,RENT,AR,0.0,1.0,11.8,5.0,7.0,Jun-2013,Current,1304.9,1105.75,0.0,Dec-2018,0
40000,29.69, 60 months,1286.53,F,F2,debt_consolidation,99219.0,57.11,RENT,TX,1.0,2.0,43.2,24.0,56.0,Dec-1996,Current,8939.73,2238.81,0.0,Jul-2018,10
6725,8.9, 36 months,213.55,A,A5,debt_consolidation,55000.0,18.7,MORTGAGE,CO,0.0,2.0,32.8,10.0,30.0,Jan-2000,Fully Paid,7659.7399974818,6725.0,0.0,Mar-2013,9
15000,7.99, 36 months,469.98,A,A5,debt_consolidation,75000.0,15.66,MORTGAGE,NC,0.0,0.0,53.6,11.0,19.0,Oct-2007,Current,11742.84,10028.68,0.0,Jan-2017,5
10000,9.75, 36 months,321.5,B,B3,debt_consolidation,36000.0,21.2,MORTGAGE,GA,1.0,0.0,28.8,13.0,20.0,Aug-2007,Current,10920.17,9364.78,0.0,Apr-2016,10
3975,21.67, 36 months,151.13,E,E5,other,12000.0,14.4,RENT,WA,0.0,0.0,45.6,4.0,8.0,Aug-2000,Fully Paid,5386.326291302,3975.0,0.0,Mar-2015,6
21000,16.14, 36 months,739.75,C,C4,debt_consolidation,64000.0,18.4,OWN,WA,3.0,0.0,48.8,14.0,56.0,Aug-2000,Current,3821.15,2348.84,0.0,Sep-2018,3
7350,14.16, 36 months,251.78,C,C2,credit_card,23000.0,17.33,RENT,WA,0.0,0.0,34.2,14.0,45.0,Dec-1994,Fully Paid,9050.4124243518,7350.0,0.0,Apr-2014,-1
5500,11.39, 36 months,181.09,B,B3,credit_card,63000.0,17.92,MORTGAGE,FL,1.0,0.0,22.7,14.0,48.0,Nov-2003,Current,6344.9932191887,5500.0,0.0,Apr-2017,10
18000,14.08, 60 months,419.58,C,C3,debt_consolidation,52000.0,31.06,RENT,TX,0.0,1.0,18.5,7.0,7.0,Feb-2013,Current,7118.78,3895.31,0.0,Sep-2017,3
21000,19.03, 60 months,545.1,D,D3,credit_card,95000.0,26.05,MORTGAGE,MA,0.0,1.0,71.8,22.0,29.0,Jun-2006,Current,8154.3,3559.72,0.0,Nov-2017,4
10000,15.02, 36 months,346.76,C,C3,home_improvement,70000.0,2.98,MORTGAGE,NJ,1.0,0.0,40.8,6.0,11.0,Feb-2005,Current,2872.22,2188.65,0.0,Aug-2018,10
20000,7.62, 36 months,623.23,A,A3,debt_consolidation,70000.0,21.68,RENT,MN,0.0,0.0,49.0,10.0,38.0,Feb-1998,Fully Paid,22436.1671412945,20000.0,0.0,Jan-2014,0
7000,7.9, 36 months,219.04,A,A4,debt_consolidation,32000.0,19.95,MORTGAGE,KY,0.0,0.0,63.1,8.0,14.0,Feb-2001,Fully Paid,7885.107216022001,7000.0,0.0,Sep-2012,10
25000,6.68, 36 months,768.28,A,A3,debt_consolidation,56568.0,17.52,RENT,CA,0.0,0.0,44.1,10.0,15.0,Apr-1973,Fully Paid,27648.599603946,25000.0,0.0,May-2015,9
16000,14.52, 60 months,376.62,C,C3,credit_card,85000.0,15.52,RENT,OH,0.0,1.0,32.1,8.0,32.0,Nov-1999,Current,3000.05,1527.69,0.0,Jun-2018,3
13225,14.3, 36 months,453.93,C,C1,debt_consolidation,45000.0,12.0,RENT,NY,0.0,0.0,77.1,4.0,7.0,Apr-1997,Fully Paid,15508.8000061693,13225.0,0.0,Oct-2013,10
34500,12.73, 60 months,780.23,B,B5,debt_consolidation,130000.0,19.26,MORTGAGE,HI,0.0,1.0,32.6,12.0,32.0,Jan-1975,Current,36236.724621883,34500.0,0.0,Sep-2018,3
3000,16.55, 36 months,106.29,D,D2,other,40000.0,25.44,RENT,IL,0.0,1.0,56.0,15.0,22.0,Jul-2007,Charged Off,2144.75,1316.07,234.29,Dec-2015,10
6000,8.59, 36 months,189.66,A,A5,debt_consolidation,41000.0,16.25,RENT,WA,1.0,0.0,11.2,14.0,27.0,Mar-2000,Fully Paid,6738.3133019667,6000.0,0.0,Oct-2016,3
21000,24.84, 60 months,614.41,E,E3,other,26000.0,17.96,MORTGAGE,DE,0.0,0.0,43.5,3.0,4.0,Feb-2012,Current,6170.81,1974.09,0.0,Apr-2018,0
3000,14.09, 36 months,102.67,B,B5,small_business,109000.0,9.03,RENT,TX,0.0,0.0,71.5,6.0,27.0,Aug-2003,Fully Paid,3695.8564105689,3000.0,0.0,Dec-2012,4
29975,16.99, 36 months,1068.55,D,D3,debt_consolidation,65390.0,24.9,MORTGAGE,TX,0.0,0.0,74.7,14.0,37.0,Sep-1999,Fully Paid,33483.13,29975.0,0.0,Oct-2014,10
10000,10.99, 36 months,327.34,B,B2,debt_consolidation,50000.0,9.77,RENT,OR,0.0,1.0,27.0,11.0,19.0,Aug-1999,Fully Paid,11784.2399999993,10000.0,0.0,Oct-2013,2
35000,11.99, 36 months,1162.34,B,B5,debt_consolidation,76358.0,3.16,MORTGAGE,NY,1.0,0.0,64.2,6.0,27.0,Sep-1996,Fully Paid,41824.8700100341,35000.0,0.0,Jan-2015,10
12000,11.99, 36 months,398.52,B,B3,debt_consolidation,70000.0,26.11,RENT,FL,0.0,0.0,38.0,13.0,34.0,Jan-1994,Fully Paid,13520.6900011932,12000.0,0.0,Feb-2014,10
15000,18.06, 60 months,381.4,D,D2,debt_consolidation,117300.0,24.31,RENT,CA,0.0,0.0,90.0,16.0,38.0,Aug-1996,Late (31-120 days),5700.13,1663.72,0.0,May-2017,10
35000,25.82, 36 months,1406.82,E,E4,debt_consolidation,120000.0,33.52,RENT,NY,1.0,1.0,108.0,7.0,12.0,Apr-2009,Late (16-30 days),25433.37,14096.67,0.0,Jul-2017,2
25000,12.61, 60 months,563.85,C,C1,debt_consolidation,100000.0,19.31,RENT,NY,1.0,0.0,35.8,15.0,21.0,Sep-2002,Current,5603.47,3157.88,0.0,Apr-2018,4
26400,16.55, 36 months,935.34,D,D2,debt_consolidation,75000.0,17.54,MORTGAGE,NJ,0.0,1.0,94.4,12.0,16.0,Dec-1999,Fully Paid,30033.1700043114,26400.0,0.0,Jul-2015,4
12000,6.49, 36 months,367.74,A,A2,home_improvement,95000.0,13.38,MORTGAGE,NJ,1.0,0.0,57.6,7.0,10.0,Dec-2001,Current,12866.1,11633.59,0.0,Mar-2016,5
6825,16.99, 36 months,243.3,D,D3,debt_consolidation,65000.0,19.07,MORTGAGE,VA,0.0,0.0,42.3,10.0,31.0,Nov-1995,Fully Paid,8182.1370139637,6825.0,0.0,Nov-2015,2
9950,8.99, 36 months,316.37,B,B1,credit_card,45000.0,10.61,MORTGAGE,CA,0.0,0.0,43.6,9.0,29.0,Dec-2004,Fully Paid,11258.2215585815,9950.0,0.0,Jul-2016,3
6000,16.91, 36 months,213.65,C,C5,debt_consolidation,60000.0,17.92,MORTGAGE,IN,0.0,1.0,26.5,12.0,15.0,Aug-2014,Current,994.36,675.92,0.0,Oct-2018,3
4000,12.59, 36 months,133.99,C,C2,debt_consolidation,40000.0,25.89,RENT,TX,0.0,0.0,62.8,6.0,9.0,Apr-2005,Fully Paid,4190.94,4000.0,0.0,Dec-2015,2
13850,25.99, 60 months,414.6,F,F5,debt_consolidation,47000.0,32.69,MORTGAGE,TX,1.0,0.0,77.8,14.0,36.0,Mar-2004,Charged Off,2447.6,726.13,0.0,Dec-2015,8
12000,24.49, 60 months,348.64,E,E3,debt_consolidation,95000.0,5.02,MORTGAGE,IL,0.0,3.0,64.8,10.0,20.0,Feb-2002,Fully Paid,14081.9598218058,12000.0,0.0,Aug-2016,10
20000,7.39, 36 months,621.12,A,A4,debt_consolidation,150000.0,12.64,OWN,SC,0.0,0.0,25.4,24.0,37.0,Apr-2002,Charged Off,14269.34,12263.27,0.0,Mar-2016,10
18000,13.66, 36 months,612.23,C,C3,debt_consolidation,50000.0,31.97,RENT,MA,0.0,0.0,87.7,14.0,24.0,Sep-1994,Charged Off,17827.22,13335.37,644.63,Nov-2014,-1
1500,12.59, 36 months,50.25,C,C2,house,49500.0,31.61,RENT,CA,1.0,0.0,38.2,18.0,38.0,Apr-1987,Fully Paid,1772.5324865991,1500.0,0.0,Dec-2015,3
11200,7.35, 36 months,347.62,A,A4,home_improvement,65000.0,3.92,MORTGAGE,FL,0.0,2.0,6.9,17.0,26.0,Aug-2003,Current,5209.73,4369.6,0.0,Nov-2017,10
12000,16.99, 60 months,298.17,D,D1,credit_card,74000.0,19.32,OWN,NY,0.0,0.0,72.3,14.0,34.0,Sep-2000,Fully Paid,13086.04918617,12000.0,0.0,Apr-2017,10
28000,15.99, 36 months,984.26,C,C5,debt_consolidation,65000.0,7.88,RENT,NY,0.0,1.0,41.9,9.0,13.0,Dec-2007,Charged Off,20644.59,14697.92,0.0,Dec-2016,7
5000,13.59, 36 months,169.9,C,C2,credit_card,33000.0,33.79,MORTGAGE,NY,0.0,0.0,14.3,16.0,22.0,May-2006,Current,3054.42,2247.6,0.0,Aug-2017,10
32000,26.14, 60 months,960.75,F,F4,home_improvement,95000.0,29.54,RENT,CA,0.0,0.0,85.5,11.0,23.0,Aug-2006,Charged Off,12069.35,2277.5,3629.82,Jun-2016,3
12000,7.26, 36 months,371.96,A,A4,debt_consolidation,60000.0,10.66,RENT,HI,0.0,0.0,70.2,11.0,33.0,Apr-2001,Fully Paid,13115.3200288796,12000.0,0.0,Aug-2015,6
25000,9.17, 60 months,521.03,B,B2,debt_consolidation,75000.0,19.49,OWN,TX,0.0,1.0,12.7,14.0,35.0,May-1989,Fully Paid,29581.7033596436,25000.0,0.0,Sep-2015,10
5500,10.99, 36 months,180.04,B,B2,debt_consolidation,46000.0,23.27,RENT,CA,0.0,2.0,25.0,17.0,44.0,Nov-1990,Charged Off,6159.22,5144.94,37.86,Jan-2014,10
12000,7.26, 36 months,371.96,A,A4,debt_consolidation,150223.0,11.06,MORTGAGE,OR,0.0,0.0,65.7,11.0,28.0,Sep-2000,Fully Paid,13406.9249037058,12000.0,0.0,May-2015,-1
24000,9.99, 60 months,509.82,B,B3,debt_consolidation,135000.0,26.11,MORTGAGE,CO,0.0,0.0,28.4,9.0,27.0,Jul-1997,Current,21399.12,15511.03,0.0,Aug-2015,2
7000,6.89, 36 months,215.79,A,A3,debt_consolidation,25000.0,25.88,MORTGAGE,WI,0.0,2.0,34.0,6.0,29.0,May-2000,Fully Paid,7765.672139391,7000.0,0.0,Aug-2015,8
6000,11.49, 36 months,197.83,B,B5,debt_consolidation,62000.0,18.83,MORTGAGE,CA,1.0,1.0,4.1,4.0,19.0,May-2002,Fully Paid,6301.8955628096,6000.0,0.0,Oct-2016,10
28000,16.99, 60 months,695.73,D,D1,debt_consolidation,82000.0,11.93,OWN,OH,0.0,0.0,99.6,4.0,5.0,Nov-1992,Charged Off,7280.14,1858.61,3158.62,Aug-2016,10
30000,22.9, 60 months,844.0,E,E1,credit_card,70250.0,22.24,RENT,VA,0.0,0.0,67.9,15.0,25.0,Jun-2006,Current,6675.67,2322.74,0.0,Jun-2018,10
15000,18.94, 60 months,388.62,D,D2,other,74000.0,27.39,MORTGAGE,IL,1.0,0.0,61.7,16.0,51.0,Apr-2002,Current,2315.94,947.94,0.0,Aug-2018,3
10000,18.94, 60 months,259.08,D,D2,debt_consolidation,90000.0,17.29,RENT,NY,0.0,1.0,70.2,13.0,40.0,Feb-2006,Current,1792.52,743.18,0.0,Jul-2018,3
8000,5.32, 36 months,240.92,A,A1,debt_consolidation,87000.0,7.71,OWN,CT,0.0,0.0,53.6,5.0,10.0,Sep-2004,Fully Paid,8547.9535359129,8000.0,0.0,Apr-2016,6
5000,13.06, 36 months,168.62,C,C1,credit_card,50000.0,16.01,OWN,FL,0.0,0.0,81.6,5.0,17.0,Dec-1995,Current,1345.33,949.2,0.0,Jun-2018,10
34125,13.49, 36 months,1157.88,C,C2,debt_consolidation,68289.0,27.4,MORTGAGE,MN,0.0,0.0,81.9,11.0,25.0,Mar-2003,Charged Off,25511.72,19203.36,0.0,Aug-2016,10
15000,8.19, 36 months,471.37,A,A5,debt_consolidation,52000.0,7.94,RENT,TX,1.0,0.0,39.9,9.0,18.0,Apr-2004,Fully Paid,16142.389164434,15000.0,0.0,Jan-2015,4
18000,11.67, 60 months,397.41,B,B4,credit_card,75000.0,30.06,MORTGAGE,MA,1.0,0.0,89.5,10.0,22.0,Feb-1996,Current,20636.14,14955.85,0.0,Oct-2014,10
8000,6.24, 36 months,244.25,A,A2,home_improvement,68000.0,7.59,MORTGAGE,MD,0.0,0.0,23.5,6.0,18.0,Jan-2004,Fully Paid,8787.308010956,8000.0,0.0,Jul-2015,9
4000,7.21, 36 months,123.9,A,A3,home_improvement,49000.0,2.99,MORTGAGE,FL,0.0,1.0,3.2,13.0,27.0,Aug-1989,Fully Paid,4287.7568151718,4000.0,0.0,Jul-2017,10
7200,14.08, 36 months,246.36,C,C3,debt_consolidation,42000.0,31.63,RENT,FL,1.0,0.0,45.4,17.0,26.0,Jul-2003,Current,4669.58,3423.16,0.0,Jul-2017,9
12000,8.39, 36 months,378.2,B,B1,debt_consolidation,60000.0,17.42,MORTGAGE,IL,0.0,0.0,58.7,13.0,23.0,Jul-1996,Fully Paid,13204.4829082346,12000.0,0.0,Mar-2016,3
20000,18.25, 60 months,510.6,F,F1,debt_consolidation,120000.0,22.41,MORTGAGE,OH,0.0,0.0,78.1,20.0,41.0,Nov-1997,Fully Paid,27266.198541005106,20000.0,0.0,Mar-2011,6
15000,9.99, 60 months,318.64,B,B3,debt_consolidation,120000.0,2.97,MORTGAGE,MI,0.0,2.0,22.7,24.0,36.0,Jul-2006,Charged Off,4192.27,2648.68,0.0,Nov-2015,4
22400,23.13, 60 months,633.15,F,F1,debt_consolidation,70000.0,24.81,MORTGAGE,NH,0.0,1.0,93.8,13.0,16.0,Sep-1992,Current,22281.47,10149.65,0.0,Mar-2016,10
1500,9.17, 36 months,47.82,B,B2,debt_consolidation,55000.0,12.39,RENT,FL,0.0,0.0,82.9,6.0,20.0,Sep-1994,Fully Paid,1724.2787155042,1500.0,0.0,Jan-2016,10
24000,5.32, 36 months,722.76,A,A1,debt_consolidation,75000.0,16.77,MORTGAGE,GA,0.0,0.0,27.9,17.0,30.0,Nov-1994,Fully Paid,25943.3660304074,24000.0,0.0,Oct-2015,10
5000,12.62, 36 months,167.56,C,C1,debt_consolidation,34554.6,5.49,MORTGAGE,FL,0.0,1.0,68.6,4.0,9.0,Mar-1998,Current,3009.07,2265.38,0.0,Aug-2017,-1
2800,13.44, 36 months,94.94,C,C3,medical,80000.0,18.51,RENT,NC,1.0,2.0,50.9,7.0,25.0,Dec-1999,Fully Paid,3189.691699457,2800.0,0.0,Dec-2015,5
40000,5.31, 60 months,760.55,A,A1,debt_consolidation,230000.0,16.62,MORTGAGE,SC,0.0,0.0,35.0,17.0,47.0,Jun-1984,Current,6072.6,4741.35,0.0,Jun-2018,10
20000,15.99, 60 months,486.26,C,C5,home_improvement,120000.0,16.28,OWN,IN,0.0,2.0,28.2,23.0,49.0,Nov-1996,Fully Paid,23311.8915577012,20000.0,0.0,Nov-2016,8
16100,13.99, 36 months,550.19,C,C3,credit_card,92000.0,9.3,RENT,CA,0.0,0.0,84.9,9.0,17.0,Sep-2002,Current,12610.58,9499.06,0.0,Mar-2017,10
35000,17.99, 60 months,888.58,D,D2,home_improvement,85000.0,12.65,MORTGAGE,PA,0.0,0.0,71.8,13.0,25.0,Apr-2006,Current,27476.02,14226.13,0.0,Jul-2016,9
12000,13.99, 36 months,410.08,C,C1,debt_consolidation,50000.0,20.18,OWN,MD,0.0,0.0,87.0,7.0,7.0,Nov-2006,Fully Paid,14511.4795466081,12000.0,0.0,Mar-2012,4
6000,20.89, 36 months,225.72,D,D4,major_purchase,59800.0,2.13,RENT,TX,0.0,0.0,60.0,2.0,5.0,Jan-2010,Current,680.64,370.18,0.0,Oct-2018,10
6500,13.49, 36 months,220.55,C,C2,credit_card,85000.0,14.12,RENT,NM,0.0,1.0,33.5,11.0,29.0,Aug-2009,Charged Off,4355.58,3248.37,0.0,Jan-2017,2
18000,14.47, 36 months,619.32,C,C2,debt_consolidation,319000.0,6.34,MORTGAGE,NY,0.0,0.0,42.3,15.0,27.0,Feb-1987,Current,1843.49,1221.42,0.0,Nov-2018,10
13350,21.18, 36 months,504.2,E,E3,debt_consolidation,37100.0,41.54,RENT,NJ,2.0,0.0,48.4,14.0,20.0,Apr-2008,Fully Paid,17391.0802270929,13350.0,0.0,Feb-2016,5
15000,10.99, 60 months,326.07,B,B4,credit_card,95000.0,15.66,MORTGAGE,NJ,0.0,1.0,45.8,14.0,27.0,Aug-1995,Fully Paid,17865.3890903726,15000.0,0.0,Mar-2015,10
8000,9.16, 36 months,255.0,B,B2,other,55000.0,33.91,RENT,FL,0.0,0.0,33.9,13.0,35.0,Jan-1985,Fully Paid,9015.5342498706,8000.0,0.0,May-2016,10
9100,14.65, 36 months,313.9,C,C5,debt_consolidation,80000.0,26.34,OWN,NJ,0.0,1.0,64.9,20.0,38.0,Jun-2001,Fully Paid,9616.7415713615,9100.0,0.0,Jul-2015,10
14400,12.99, 36 months,485.13,C,C2,debt_consolidation,49000.0,28.34,RENT,OK,0.0,0.0,82.6,11.0,18.0,Aug-1998,Fully Paid,15311.34,14400.0,0.0,Mar-2016,8
4000,15.02, 36 months,138.71,C,C3,debt_consolidation,36000.0,8.83,RENT,NC,0.0,0.0,90.4,2.0,14.0,Dec-2005,Current,828.92,548.78,0.0,Aug-2018,-1
8400,10.99, 36 months,274.97,B,B3,debt_consolidation,35000.0,4.73,RENT,VA,0.0,0.0,75.7,2.0,4.0,Nov-2004,Fully Paid,9814.65,8400.0,0.0,May-2014,6
24000,18.25, 60 months,612.72,D,D3,debt_consolidation,77000.0,25.58,MORTGAGE,FL,0.0,0.0,98.7,14.0,48.0,Jul-1989,Charged Off,27522.90012518,13948.28,2314.51,Dec-2013,10
3250,21.0, 36 months,122.45,E,E2,debt_consolidation,11000.0,17.02,OWN,LA,0.0,0.0,66.7,5.0,9.0,Jul-2004,Fully Paid,4407.9010595693,3250.0,0.0,Jan-2013,-1
32000,6.11, 60 months,620.29,A,A1,credit_card,130000.0,11.88,RENT,CA,0.0,0.0,37.8,8.0,13.0,Aug-2009,Current,4320.31,3250.82,0.0,Jul-2018,10
5000,6.99, 36 months,154.37,A,A2,car,101940.0,15.61,RENT,CA,0.0,0.0,1.5,16.0,42.0,Jul-1994,Current,4008.77,3504.9,0.0,Dec-2016,3
22400,19.99, 60 months,593.34,D,D4,debt_consolidation,95000.0,20.16,MORTGAGE,NE,0.0,0.0,60.5,15.0,36.0,Jun-2005,Current,14833.5,6759.62,0.0,Jan-2017,10
20000,7.89, 36 months,625.72,A,A5,debt_consolidation,111000.0,12.37,MORTGAGE,OH,0.0,0.0,85.9,7.0,26.0,Nov-2001,Fully Paid,22279.0240332685,20000.0,0.0,Jun-2016,10
9000,10.99, 36 months,294.61,B,B4,credit_card,71120.0,17.89,RENT,CT,0.0,0.0,24.9,24.0,35.0,Aug-2007,Fully Paid,9620.61,9000.0,0.0,Nov-2015,4
30000,6.08, 36 months,913.75,A,A2,small_business,200000.0,3.11,OWN,NY,0.0,0.0,5.6,13.0,22.0,Nov-2000,Fully Paid,31338.3385516547,30000.0,0.0,Dec-2017,10
5000,5.32, 36 months,150.58,A,A1,debt_consolidation,100000.0,18.91,MORTGAGE,NY,0.0,0.0,15.7,36.0,65.0,Mar-1995,Current,2407.8,2124.36,0.0,Oct-2017,10
24000,7.97, 60 months,486.29,A,A5,debt_consolidation,85416.0,15.42,MORTGAGE,NY,0.0,1.0,5.4,29.0,50.0,Mar-1995,Current,7759.39,5499.02,0.0,Sep-2017,0
12000,8.19, 36 months,377.09,A,A5,credit_card,78000.0,33.38,OWN,FL,0.0,0.0,62.6,8.0,13.0,Jul-2007,Fully Paid,13467.9149853227,12000.0,0.0,Feb-2015,2
9000,10.99, 36 months,294.61,B,B2,debt_consolidation,55000.0,10.54,MORTGAGE,MD,0.0,0.0,64.5,8.0,19.0,Sep-2000,Fully Paid,10605.7833418406,9000.0,0.0,May-2014,2
1200,16.02, 36 months,42.21,C,C5,moving,55000.0,15.93,RENT,TX,0.0,0.0,100.6,7.0,9.0,Oct-1994,Fully Paid,1398.6849070227,1200.0,0.0,Sep-2017,0
