loan_amnt,term_months,int_rate,installment,grade_ord,sub_grade_ord,emp_length_years,annual_inc,dti,revol_util,inq_last_6mths,open_acc,total_acc,issue_d_year,issue_d_month,earliest_cr_line_year,earliest_cr_line_month,credit_history_age_months,addr_state,loan_status,total_pymnt,total_rec_prncp
10000,36.0,22.9,386.58,3.0,21.0,3.0,123000.0,17.17,97.7,0.0,10.0,26.0,2018.0,3.0,1994.0,11.0,280.0,WA,Current,4226.94,2370.89
5000,36.0,7.39,155.28,7.0,4.0,8.0,42000.0,27.86,90.2,0.0,6.0,14.0,2016.0,5.0,2002.0,7.0,166.0,WA,Current,5119.11,4539.89
12000,36.0,11.44,395.37,6.0,9.0,2.0,75000.0,13.81,52.6,0.0,15.0,31.0,2017.0,5.0,2004.0,6.0,155.0,CO,Current,8295.14,6498.34
5000,36.0,10.47,162.45,6.0,7.0,1.0,30000.0,20.48,20.7,0.0,7.0,22.0,2018.0,10.0,1999.0,11.0,227.0,WI,Current,646.89,481.56
10000,36.0,5.32,301.15,7.0,1.0,6.0,60000.0,15.0,38.1,0.0,19.0,31.0,2016.0,1.0,2003.0,11.0,146.0,SD,Fully Paid,10847.675702762,10000.0
8700,36.0,11.99,288.93,5.0,11.0,10.0,27000.0,10.31,88.9,3.0,7.0,21.0,2016.0,6.0,2004.0,1.0,149.0,NV,Current,9239.96,7572.87
12000,36.0,21.85,457.36,4.0,20.0,10.0,85000.0,15.51,63.4,0.0,14.0,28.0,2018.0,4.0,2001.0,11.0,197.0,CA,Current,4544.47,2594.13
10850,36.0,13.99,370.78,5.0,14.0,2.0,59000.0,20.69,34.6,0.0,15.0,36.0,2015.0,8.0,1998.0,7.0,205.0,MS,Fully Paid,11970.85,10850.0
15950,36.0,13.49,541.2,5.0,12.0,2.0,173000.0,8.22,40.5,2.0,19.0,33.0,2016.0,10.0,2000.0,9.0,193.0,ME,Current,15141.65,11831.84
24000,36.0,12.99,808.54,5.0,11.0,3.0,65000.0,19.5,61.8,0.0,9.0,15.0,2014.0,10.0,2007.0,4.0,90.0,TX,Fully Paid,28573.39,24000.0
5000,36.0,10.42,162.33,6.0,8.0,1.0,44200.0,19.52,30.7,0.0,7.0,14.0,2017.0,8.0,1984.0,4.0,400.0,UT,Fully Paid,5611.0826051317,5000.0
10725,36.0,7.21,332.19,7.0,3.0,1.0,70000.0,4.42,46.5,0.0,8.0,25.0,2018.0,11.0,2006.0,9.0,146.0,PA,Current,992.27,808.09
6025,36.0,10.91,197.0,6.0,9.0,1.0,17000.0,6.71,19.8,0.0,7.0,20.0,2017.0,6.0,1992.0,5.0,301.0,MA,Late (31-120 days),3537.5,2692.49
25000,36.0,6.11,761.8,7.0,1.0,0.0,51250.0,17.52,80.8,0.0,4.0,6.0,2018.0,8.0,2000.0,12.0,212.0,CO,Current,4553.83,3855.84
9000,36.0,22.35,345.35,4.0,20.0,3.0,37000.0,22.64,27.8,1.0,9.0,14.0,2018.0,9.0,2014.0,3.0,54.0,IL,Current,1704.4,922.35
23800,36.0,7.97,745.48,7.0,5.0,5.0,140000.0,9.86,12.1,1.0,16.0,30.0,2017.0,7.0,1996.0,4.0,255.0,CA,Charged Off,1469.88,1178.72
5000,36.0,9.99,161.32,6.0,8.0,0.0,19000.0,8.46,21.1,0.0,6.0,12.0,2015.0,12.0,2000.0,2.0,190.0,MI,Fully Paid,5802.565761514,5000.0
10000,36.0,11.39,329.24,6.0,8.0,10.0,44208.0,25.19,75.9,0.0,8.0,25.0,2016.0,12.0,2004.0,7.0,149.0,TN,Current,8553.91,6873.26
35000,60.0,16.46,859.72,5.0,15.0,5.0,72000.0,20.25,86.5,0.0,5.0,12.0,2018.0,6.0,2001.0,6.0,204.0,CA,Late (16-30 days),5762.0,2769.36
12000,60.0,18.99,311.23,4.0,19.0,10.0,93000.0,23.65,48.5,1.0,24.0,30.0,2016.0,4.0,1997.0,1.0,231.0,NJ,Charged Off,3329.67,890.71
20000,60.0,9.17,416.82,6.0,7.0,7.0,63000.0,20.3,45.4,0.0,17.0,52.0,2015.0,7.0,2000.0,9.0,178.0,OH,Current,17938.23,13378.75
2500,36.0,15.04,86.72,5.0,14.0,5.0,84000.0,10.99,63.2,0.0,7.0,12.0,2018.0,4.0,2010.0,10.0,90.0,CA,Current,865.11,586.17
11000,36.0,5.32,331.27,7.0,1.0,9.0,52704.0,7.97,47.5,1.0,10.0,21.0,2017.0,1.0,1996.0,3.0,250.0,PA,Current,8298.01,7451.4
10450,36.0,16.99,372.52,4.0,18.0,4.0,23800.0,37.47,36.0,0.0,14.0,19.0,2015.0,9.0,2011.0,4.0,53.0,FL,Fully Paid,11644.4035664255,10450.0
18000,36.0,7.02,555.96,7.0,2.0,0.0,67000.0,5.64,11.8,1.0,5.0,7.0,2018.0,12.0,2013.0,6.0,66.0,AR,Current,1304.9,1105.75
40000,60.0,29.69,1286.53,2.0,27.0,10.0,99219.0,57.11,43.2,2.0,24.0,56.0,2018.0,7.0,1996.0,12.0,259.0,TX,Current,8939.73,2238.81
6725,36.0,8.9,213.55,7.0,5.0,9.0,55000.0,18.7,32.8,2.0,10.0,30.0,2013.0,3.0,2000.0,1.0,158.0,CO,Fully Paid,7659.7399974818,6725.0
15000,36.0,7.99,469.98,7.0,5.0,5.0,75000.0,15.66,53.6,0.0,11.0,19.0,2017.0,1.0,2007.0,10.0,111.0,NC,Current,11742.84,10028.68
10000,36.0,9.75,321.5,6.0,8.0,10.0,36000.0,21.2,28.8,0.0,13.0,20.0,2016.0,4.0,2007.0,8.0,104.0,GA,Current,10920.17,9364.78
3975,36.0,21.67,151.13,3.0,25.0,6.0,12000.0,14.4,45.6,0.0,4.0,8.0,2015.0,3.0,2000.0,8.0,175.0,WA,Fully Paid,5386.326291302,3975.0
21000,36.0,16.14,739.75,5.0,14.0,3.0,64000.0,18.4,48.8,0.0,14.0,56.0,2018.0,9.0,2000.0,8.0,217.0,WA,Current,3821.15,2348.84
7350,36.0,14.16,251.78,5.0,12.0,1.0,23000.0,17.33,34.2,0.0,14.0,45.0,2014.0,4.0,1994.0,12.0,232.0,WA,Fully Paid,9050.4124243518,7350.0
5500,36.0,11.39,181.09,6.0,8.0,10.0,63000.0,17.92,22.7,0.0,14.0,48.0,2017.0,4.0,2003.0,11.0,161.0,FL,Current,6344.9932191887,5500.0
18000,60.0,14.08,419.58,5.0,13.0,3.0,52000.0,31.06,18.5,1.0,7.0,7.0,2017.0,9.0,2013.0,2.0,55.0,TX,Current,7118.78,3895.31
21000,60.0,19.03,545.1,4.0,18.0,4.0,95000.0,26.05,71.8,1.0,22.0,29.0,2017.0,11.0,2006.0,6.0,137.0,MA,Current,8154.3,3559.72
10000,36.0,15.02,346.76,5.0,13.0,10.0,70000.0,2.98,40.8,0.0,6.0,11.0,2018.0,8.0,2005.0,2.0,162.0,NJ,Current,2872.22,2188.65
20000,36.0,7.62,623.23,7.0,3.0,0.0,70000.0,21.68,49.0,0.0,10.0,38.0,2014.0,1.0,1998.0,2.0,191.0,MN,Fully Paid,22436.1671412945,20000.0
7000,36.0,7.9,219.04,7.0,4.0,10.0,32000.0,19.95,63.1,0.0,8.0,14.0,2012.0,9.0,2001.0,2.0,139.0,KY,Fully Paid,7885.107216022001,7000.0
25000,36.0,6.68,768.28,7.0,3.0,9.0,56568.0,17.52,44.1,0.0,10.0,15.0,2015.0,5.0,1973.0,4.0,505.0,CA,Fully Paid,27648.599603946,25000.0
16000,60.0,14.52,376.62,5.0,13.0,3.0,85000.0,15.52,32.1,1.0,8.0,32.0,2018.0,6.0,1999.0,11.0,223.0,OH,Current,3000.05,1527.69
13225,36.0,14.3,453.93,5.0,11.0,10.0,45000.0,12.0,77.1,0.0,4.0,7.0,2013.0,10.0,1997.0,4.0,198.0,NY,Fully Paid,15508.8000061693,13225.0
34500,60.0,12.73,780.23,6.0,10.0,3.0,130000.0,19.26,32.6,1.0,12.0,32.0,2018.0,9.0,1975.0,1.0,524.0,HI,Current,36236.724621883,34500.0
3000,36.0,16.55,106.29,4.0,17.0,10.0,40000.0,25.44,56.0,1.0,15.0,22.0,2015.0,12.0,2007.0,7.0,101.0,IL,Charged Off,2144.75,1316.07
6000,36.0,8.59,189.66,7.0,5.0,3.0,41000.0,16.25,11.2,0.0,14.0,27.0,2016.0,10.0,2000.0,3.0,199.0,WA,Fully Paid,6738.3133019667,6000.0
21000,60.0,24.84,614.41,3.0,23.0,0.0,26000.0,17.96,43.5,0.0,3.0,4.0,2018.0,4.0,2012.0,2.0,74.0,DE,Current,6170.81,1974.09
3000,36.0,14.09,102.67,6.0,10.0,4.0,109000.0,9.03,71.5,0.0,6.0,27.0,2012.0,12.0,2003.0,8.0,112.0,TX,Fully Paid,3695.8564105689,3000.0
29975,36.0,16.99,1068.55,4.0,18.0,10.0,65390.0,24.9,74.7,0.0,14.0,37.0,2014.0,10.0,1999.0,9.0,181.0,TX,Fully Paid,33483.13,29975.0
10000,36.0,10.99,327.34,6.0,7.0,2.0,50000.0,9.77,27.0,1.0,11.0,19.0,2013.0,10.0,1999.0,8.0,170.0,OR,Fully Paid,11784.2399999993,10000.0
35000,36.0,11.99,1162.34,6.0,10.0,10.0,76358.0,3.16,64.2,0.0,6.0,27.0,2015.0,1.0,1996.0,9.0,220.0,NY,Fully Paid,41824.8700100341,35000.0
12000,36.0,11.99,398.52,6.0,8.0,10.0,70000.0,26.11,38.0,0.0,13.0,34.0,2014.0,2.0,1994.0,1.0,241.0,FL,Fully Paid,13520.6900011932,12000.0
15000,60.0,18.06,381.4,4.0,17.0,10.0,117300.0,24.31,90.0,0.0,16.0,38.0,2017.0,5.0,1996.0,8.0,249.0,CA,Late (31-120 days),5700.13,1663.72
35000,36.0,25.82,1406.82,3.0,24.0,2.0,120000.0,33.52,108.0,1.0,7.0,12.0,2017.0,7.0,2009.0,4.0,99.0,NY,Late (16-30 days),25433.37,14096.67
25000,60.0,12.61,563.85,5.0,11.0,4.0,100000.0,19.31,35.8,0.0,15.0,21.0,2018.0,4.0,2002.0,9.0,187.0,NY,Current,5603.47,3157.88
26400,36.0,16.55,935.34,4.0,17.0,4.0,75000.0,17.54,94.4,1.0,12.0,16.0,2015.0,7.0,1999.0,12.0,187.0,NJ,Fully Paid,30033.1700043114,26400.0
12000,36.0,6.49,367.74,7.0,2.0,5.0,95000.0,13.38,57.6,0.0,7.0,10.0,2016.0,3.0,2001.0,12.0,171.0,NJ,Current,12866.1,11633.59
6825,36.0,16.99,243.3,4.0,18.0,2.0,65000.0,19.07,42.3,0.0,10.0,31.0,2015.0,11.0,1995.0,11.0,240.0,VA,Fully Paid,8182.1370139637,6825.0
9950,36.0,8.99,316.37,6.0,6.0,3.0,45000.0,10.61,43.6,0.0,9.0,29.0,2016.0,7.0,2004.0,12.0,139.0,CA,Fully Paid,11258.2215585815,9950.0
6000,36.0,16.91,213.65,5.0,15.0,3.0,60000.0,17.92,26.5,1.0,12.0,15.0,2018.0,10.0,2014.0,8.0,50.0,IN,Current,994.36,675.92
4000,36.0,12.59,133.99,5.0,12.0,2.0,40000.0,25.89,62.8,0.0,6.0,9.0,2015.0,12.0,2005.0,4.0,128.0,TX,Fully Paid,4190.94,4000.0
13850,60.0,25.99,414.6,2.0,30.0,8.0,47000.0,32.69,77.8,0.0,14.0,36.0,2015.0,12.0,2004.0,3.0,141.0,TX,Charged Off,2447.6,726.13
12000,60.0,24.49,348.64,3.0,23.0,10.0,95000.0,5.02,64.8,3.0,10.0,20.0,2016.0,8.0,2002.0,2.0,174.0,IL,Fully Paid,14081.9598218058,12000.0
20000,36.0,7.39,621.12,7.0,4.0,10.0,150000.0,12.64,25.4,0.0,24.0,37.0,2016.0,3.0,2002.0,4.0,167.0,SC,Charged Off,14269.34,12263.27
18000,36.0,13.66,612.23,5.0,13.0,1.0,50000.0,31.97,87.7,0.0,14.0,24.0,2014.0,11.0,1994.0,9.0,242.0,MA,Charged Off,17827.22,13335.37
1500,36.0,12.59,50.25,5.0,12.0,3.0,49500.0,31.61,38.2,0.0,18.0,38.0,2015.0,12.0,1987.0,4.0,344.0,CA,Fully Paid,1772.5324865991,1500.0
11200,36.0,7.35,347.62,7.0,4.0,10.0,65000.0,3.92,6.9,2.0,17.0,26.0,2017.0,11.0,2003.0,8.0,171.0,FL,Current,5209.73,4369.6
12000,60.0,16.99,298.17,4.0,16.0,10.0,74000.0,19.32,72.3,0.0,14.0,34.0,2017.0,4.0,2000.0,9.0,199.0,NY,Fully Paid,13086.04918617,12000.0
28000,36.0,15.99,984.26,5.0,15.0,7.0,65000.0,7.88,41.9,1.0,9.0,13.0,2016.0,12.0,2007.0,12.0,108.0,NY,Charged Off,20644.59,14697.92
5000,36.0,13.59,169.9,5.0,12.0,10.0,33000.0,33.79,14.3,0.0,16.0,22.0,2017.0,8.0,2006.0,5.0,135.0,NY,Current,3054.42,2247.6
32000,60.0,26.14,960.75,2.0,29.0,3.0,95000.0,29.54,85.5,0.0,11.0,23.0,2016.0,6.0,2006.0,8.0,118.0,CA,Charged Off,12069.35,2277.5
12000,36.0,7.26,371.96,7.0,4.0,6.0,60000.0,10.66,70.2,0.0,11.0,33.0,2015.0,8.0,2001.0,4.0,172.0,HI,Fully Paid,13115.3200288796,12000.0
25000,60.0,9.17,521.03,6.0,7.0,10.0,75000.0,19.49,12.7,1.0,14.0,35.0,2015.0,9.0,1989.0,5.0,316.0,TX,Fully Paid,29581.7033596436,25000.0
5500,36.0,10.99,180.04,6.0,7.0,10.0,46000.0,23.27,25.0,2.0,17.0,44.0,2014.0,1.0,1990.0,11.0,278.0,CA,Charged Off,6159.22,5144.94
12000,36.0,7.26,371.96,7.0,4.0,1.0,150223.0,11.06,65.7,0.0,11.0,28.0,2015.0,5.0,2000.0,9.0,176.0,OR,Fully Paid,13406.9249037058,12000.0
24000,60.0,9.99,509.82,6.0,8.0,2.0,135000.0,26.11,28.4,0.0,9.0,27.0,2015.0,8.0,1997.0,7.0,217.0,CO,Current,21399.12,15511.03
7000,36.0,6.89,215.79,7.0,3.0,8.0,25000.0,25.88,34.0,2.0,6.0,29.0,2015.0,8.0,2000.0,5.0,183.0,WI,Fully Paid,7765.672139391,7000.0
6000,36.0,11.49,197.83,6.0,10.0,10.0,62000.0,18.83,4.1,1.0,4.0,19.0,2016.0,10.0,2002.0,5.0,173.0,CA,Fully Paid,6301.8955628096,6000.0
28000,60.0,16.99,695.73,4.0,16.0,10.0,82000.0,11.93,99.6,0.0,4.0,5.0,2016.0,8.0,1992.0,11.0,285.0,OH,Charged Off,7280.14,1858.61
30000,60.0,22.9,844.0,3.0,21.0,10.0,70250.0,22.24,67.9,0.0,15.0,25.0,2018.0,6.0,2006.0,6.0,144.0,VA,Current,6675.67,2322.74
15000,60.0,18.94,388.62,4.0,17.0,3.0,74000.0,27.39,61.7,0.0,16.0,51.0,2018.0,8.0,2002.0,4.0,196.0,IL,Current,2315.94,947.94
10000,60.0,18.94,259.08,4.0,17.0,3.0,90000.0,17.29,70.2,1.0,13.0,40.0,2018.0,7.0,2006.0,2.0,149.0,NY,Current,1792.52,743.18
8000,36.0,5.32,240.92,7.0,1.0,6.0,87000.0,7.71,53.6,0.0,5.0,10.0,2016.0,4.0,2004.0,9.0,139.0,CT,Fully Paid,8547.9535359129,8000.0
5000,36.0,13.06,168.62,5.0,11.0,10.0,50000.0,16.01,81.6,0.0,5.0,17.0,2018.0,6.0,1995.0,12.0,270.0,FL,Current,1345.33,949.2
34125,36.0,13.49,1157.88,5.0,12.0,10.0,68289.0,27.4,81.9,0.0,11.0,25.0,2016.0,8.0,2003.0,3.0,161.0,MN,Charged Off,25511.72,19203.36
15000,36.0,8.19,471.37,7.0,5.0,4.0,52000.0,7.94,39.9,0.0,9.0,18.0,2015.0,1.0,2004.0,4.0,129.0,TX,Fully Paid,16142.389164434,15000.0
18000,60.0,11.67,397.41,6.0,9.0,10.0,75000.0,30.06,89.5,0.0,10.0,22.0,2014.0,10.0,1996.0,2.0,224.0,MA,Current,20636.14,14955.85
8000,36.0,6.24,244.25,7.0,2.0,9.0,68000.0,7.59,23.5,0.0,6.0,18.0,2015.0,7.0,2004.0,1.0,138.0,MD,Fully Paid,8787.308010956,8000.0
4000,36.0,7.21,123.9,7.0,3.0,10.0,49000.0,2.99,3.2,1.0,13.0,27.0,2017.0,7.0,1989.0,8.0,335.0,FL,Fully Paid,4287.7568151718,4000.0
7200,36.0,14.08,246.36,5.0,13.0,9.0,42000.0,31.63,45.4,0.0,17.0,26.0,2017.0,7.0,2003.0,7.0,168.0,FL,Current,4669.58,3423.16
12000,36.0,8.39,378.2,6.0,6.0,3.0,60000.0,17.42,58.7,0.0,13.0,23.0,2016.0,3.0,1996.0,7.0,236.0,IL,Fully Paid,13204.4829082346,12000.0
20000,60.0,18.25,510.6,2.0,26.0,6.0,120000.0,22.41,78.1,0.0,20.0,41.0,2011.0,3.0,1997.0,11.0,160.0,OH,Fully Paid,27266.198541005106,20000.0
15000,60.0,9.99,318.64,6.0,8.0,4.0,120000.0,2.97,22.7,2.0,24.0,36.0,2015.0,11.0,2006.0,7.0,112.0,MI,Charged Off,4192.27,2648.68
22400,60.0,23.13,633.15,2.0,26.0,10.0,70000.0,24.81,93.8,1.0,13.0,16.0,2016.0,3.0,1992.0,9.0,282.0,NH,Current,22281.47,10149.65
1500,36.0,9.17,47.82,6.0,7.0,10.0,55000.0,12.39,82.9,0.0,6.0,20.0,2016.0,1.0,1994.0,9.0,256.0,FL,Fully Paid,1724.2787155042,1500.0
24000,36.0,5.32,722.76,7.0,1.0,10.0,75000.0,16.77,27.9,0.0,17.0,30.0,2015.0,10.0,1994.0,11.0,251.0,GA,Fully Paid,25943.3660304074,24000.0
5000,36.0,12.62,167.56,5.0,11.0,1.0,34554.6,5.49,68.6,1.0,4.0,9.0,2017.0,8.0,1998.0,3.0,233.0,FL,Current,3009.07,2265.38
2800,36.0,13.44,94.94,5.0,13.0,5.0,80000.0,18.51,50.9,2.0,7.0,25.0,2015.0,12.0,1999.0,12.0,192.0,NC,Fully Paid,3189.691699457,2800.0
40000,60.0,5.31,760.55,7.0,1.0,10.0,230000.0,16.62,35.0,0.0,17.0,47.0,2018.0,6.0,1984.0,6.0,408.0,SC,Current,6072.6,4741.35
20000,60.0,15.99,486.26,5.0,15.0,8.0,120000.0,16.28,28.2,2.0,23.0,49.0,2016.0,11.0,1996.0,11.0,240.0,IN,Fully Paid,23311.8915577012,20000.0
16100,36.0,13.99,550.19,5.0,13.0,10.0,92000.0,9.3,84.9,0.0,9.0,17.0,2017.0,3.0,2002.0,9.0,174.0,CA,Current,12610.58,9499.06
35000,60.0,17.99,888.58,4.0,17.0,9.0,85000.0,12.65,71.8,0.0,13.0,25.0,2016.0,7.0,2006.0,4.0,123.0,PA,Current,27476.02,14226.13
12000,36.0,13.99,410.08,5.0,11.0,4.0,50000.0,20.18,87.0,0.0,7.0,7.0,2012.0,3.0,2006.0,11.0,64.0,MD,Fully Paid,14511.4795466081,12000.0
6000,36.0,20.89,225.72,4.0,19.0,10.0,59800.0,2.13,60.0,0.0,2.0,5.0,2018.0,10.0,2010.0,1.0,105.0,TX,Current,680.64,370.18
6500,36.0,13.49,220.55,5.0,12.0,2.0,85000.0,14.12,33.5,1.0,11.0,29.0,2017.0,1.0,2009.0,8.0,89.0,NM,Charged Off,4355.58,3248.37
18000,36.0,14.47,619.32,5.0,12.0,10.0,319000.0,6.34,42.3,0.0,15.0,27.0,2018.0,11.0,1987.0,2.0,381.0,NY,Current,1843.49,1221.42
13350,36.0,21.18,504.2,3.0,23.0,5.0,37100.0,41.54,48.4,0.0,14.0,20.0,2016.0,2.0,2008.0,4.0,94.0,NJ,Fully Paid,17391.0802270929,13350.0
15000,60.0,10.99,326.07,6.0,9.0,10.0,95000.0,15.66,45.8,1.0,14.0,27.0,2015.0,3.0,1995.0,8.0,235.0,NJ,Fully Paid,17865.3890903726,15000.0
8000,36.0,9.16,255.0,6.0,7.0,10.0,55000.0,33.91,33.9,0.0,13.0,35.0,2016.0,5.0,1985.0,1.0,376.0,FL,Fully Paid,9015.5342498706,8000.0
9100,36.0,14.65,313.9,5.0,15.0,10.0,80000.0,26.34,64.9,1.0,20.0,38.0,2015.0,7.0,2001.0,6.0,169.0,NJ,Fully Paid,9616.7415713615,9100.0
14400,36.0,12.99,485.13,5.0,12.0,8.0,49000.0,28.34,82.6,0.0,11.0,18.0,2016.0,3.0,1998.0,8.0,211.0,OK,Fully Paid,15311.34,14400.0
4000,36.0,15.02,138.71,5.0,13.0,1.0,36000.0,8.83,90.4,0.0,2.0,14.0,2018.0,8.0,2005.0,12.0,152.0,NC,Current,828.92,548.78
8400,36.0,10.99,274.97,6.0,8.0,6.0,35000.0,4.73,75.7,0.0,2.0,4.0,2014.0,5.0,2004.0,11.0,114.0,VA,Fully Paid,9814.65,8400.0
24000,60.0,18.25,612.72,4.0,18.0,10.0,77000.0,25.58,98.7,0.0,14.0,48.0,2013.0,12.0,1989.0,7.0,293.0,FL,Charged Off,27522.90012518,13948.28
3250,36.0,21.0,122.45,3.0,22.0,1.0,11000.0,17.02,66.7,0.0,5.0,9.0,2013.0,1.0,2004.0,7.0,102.0,LA,Fully Paid,4407.9010595693,3250.0
32000,60.0,6.11,620.29,7.0,1.0,10.0,130000.0,11.88,37.8,0.0,8.0,13.0,2018.0,7.0,2009.0,8.0,107.0,CA,Current,4320.31,3250.82
5000,36.0,6.99,154.37,7.0,2.0,3.0,101940.0,15.61,1.5,0.0,16.0,42.0,2016.0,12.0,1994.0,7.0,269.0,CA,Current,4008.77,3504.9
22400,60.0,19.99,593.34,4.0,19.0,10.0,95000.0,20.16,60.5,0.0,15.0,36.0,2017.0,1.0,2005.0,6.0,139.0,NE,Current,14833.5,6759.62
20000,36.0,7.89,625.72,7.0,5.0,10.0,111000.0,12.37,85.9,0.0,7.0,26.0,2016.0,6.0,2001.0,11.0,175.0,OH,Fully Paid,22279.0240332685,20000.0
9000,36.0,10.99,294.61,6.0,9.0,4.0,71120.0,17.89,24.9,0.0,24.0,35.0,2015.0,11.0,2007.0,8.0,99.0,CT,Fully Paid,9620.61,9000.0
30000,36.0,6.08,913.75,7.0,2.0,10.0,200000.0,3.11,5.6,0.0,13.0,22.0,2017.0,12.0,2000.0,11.0,205.0,NY,Fully Paid,31338.3385516547,30000.0
5000,36.0,5.32,150.58,7.0,1.0,10.0,100000.0,18.91,15.7,0.0,36.0,65.0,2017.0,10.0,1995.0,3.0,271.0,NY,Current,2407.8,2124.36
24000,60.0,7.97,486.29,7.0,5.0,0.0,85416.0,15.42,5.4,1.0,29.0,50.0,2017.0,9.0,1995.0,3.0,270.0,NY,Current,7759.39,5499.02
12000,36.0,8.19,377.09,7.0,5.0,2.0,78000.0,33.38,62.6,0.0,8.0,13.0,2015.0,2.0,2007.0,7.0,91.0,FL,Fully Paid,13467.9149853227,12000.0
9000,36.0,10.99,294.61,6.0,7.0,2.0,55000.0,10.54,64.5,0.0,8.0,19.0,2014.0,5.0,2000.0,9.0,164.0,MD,Fully Paid,10605.7833418406,9000.0
1200,36.0,16.02,42.21,5.0,15.0,0.0,55000.0,15.93,100.6,0.0,7.0,9.0,2017.0,9.0,1994.0,10.0,275.0,TX,Fully Paid,1398.6849070227,1200.0
10000,36.0,15.61,349.65,4.0,16.0,2.0,31500.0,18.82,42.5,2.0,8.0,9.0,2015.0,4.0,2002.0,3.0,157.0,IN,Fully Paid,11661.11,10000.0
10000,36.0,14.99,346.61,5.0,14.0,3.0,180000.0,12.53,91.3,0.0,14.0,21.0,2017.0,1.0,2001.0,8.0,185.0,CA,Current,8656.92,6458.46
21000,60.0,15.04,500.03,5.0,14.0,10.0,47000.0,31.84,36.2,0.0,15.0,24.0,2018.0,3.0,1992.0,6.0,309.0,TX,Charged Off,2544.02,1214.21
10000,36.0,10.75,326.21,6.0,9.0,3.0,64000.0,29.53,83.9,0.0,14.0,32.0,2016.0,6.0,2007.0,8.0,106.0,VA,Fully Paid,11167.3680536983,10000.0
15000,60.0,18.25,382.95,4.0,18.0,6.0,42000.0,11.83,61.6,0.0,11.0,16.0,2014.0,3.0,2002.0,1.0,146.0,FL,Fully Paid,17375.54,15000.0
9400,36.0,13.98,321.18,5.0,13.0,0.0,45000.0,18.11,75.7,0.0,22.0,43.0,2014.0,10.0,1995.0,8.0,230.0,CT,Fully Paid,11384.0173060511,9400.0
24000,60.0,14.99,570.84,5.0,15.0,10.0,54800.0,33.11,55.4,0.0,23.0,48.0,2014.0,8.0,1993.0,5.0,255.0,TX,Fully Paid,29693.2000210608,24000.0
22000,36.0,11.31,723.49,6.0,8.0,5.0,91000.0,15.6,12.5,0.0,11.0,18.0,2018.0,11.0,2006.0,1.0,154.0,TX,Current,2142.82,1563.06
12000,36.0,11.99,398.52,6.0,10.0,10.0,58800.0,29.51,28.3,0.0,15.0,35.0,2015.0,1.0,1984.0,9.0,364.0,MA,Charged Off,8957.92,6463.81
1000,36.0,16.99,35.65,4.0,18.0,1.0,25224.0,23.67,23.8,0.0,10.0,33.0,2015.0,10.0,2002.0,3.0,163.0,OK,Charged Off,584.28,278.96
10000,36.0,12.05,332.39,5.0,11.0,7.0,50000.0,14.69,64.6,0.0,6.0,12.0,2015.0,11.0,2002.0,8.0,159.0,NC,Fully Paid,11580.1896843694,10000.0
24000,36.0,11.99,797.03,5.0,11.0,4.0,167000.0,13.54,19.6,0.0,8.0,10.0,2016.0,3.0,2001.0,8.0,175.0,NJ,Current,27864.08,23210.91
5000,36.0,12.99,168.45,5.0,12.0,7.0,214000.0,8.65,96.1,0.0,6.0,15.0,2016.0,2.0,2005.0,7.0,127.0,CA,Fully Paid,6060.400966297,5000.0
7475,36.0,18.99,273.97,3.0,23.0,9.0,58711.0,23.75,29.9,2.0,8.0,16.0,2015.0,12.0,2006.0,5.0,115.0,NC,Charged Off,3069.25,1493.14
20000,60.0,16.99,496.95,4.0,18.0,7.0,105000.0,18.83,87.6,2.0,10.0,23.0,2014.0,8.0,2000.0,10.0,166.0,TX,Charged Off,12954.1,5764.37
6325,36.0,10.49,205.55,6.0,8.0,6.0,27000.0,25.42,54.7,0.0,5.0,6.0,2016.0,7.0,2006.0,2.0,125.0,MD,Current,6364.68,5323.74
17000,36.0,16.29,600.11,4.0,16.0,5.0,62000.0,5.52,44.7,1.0,7.0,15.0,2016.0,3.0,2001.0,7.0,176.0,FL,Fully Paid,17931.5500007256,17000.0
23550,60.0,16.99,585.16,4.0,18.0,10.0,65000.0,13.79,40.3,0.0,14.0,27.0,2015.0,7.0,2003.0,6.0,145.0,FL,Charged Off,2318.41,1028.51
5000,36.0,9.99,161.32,6.0,8.0,7.0,35000.0,28.36,16.3,0.0,17.0,40.0,2015.0,7.0,2000.0,9.0,178.0,FL,Fully Paid,5650.629862551,5000.0
6000,36.0,22.15,229.61,3.0,25.0,8.0,120000.0,15.05,61.9,2.0,19.0,27.0,2014.0,9.0,2000.0,10.0,167.0,LA,Fully Paid,7648.14,6000.0
33275,36.0,14.33,1142.61,5.0,15.0,10.0,75000.0,28.66,63.1,0.0,19.0,30.0,2015.0,11.0,1998.0,8.0,207.0,DE,Fully Paid,41168.0538992006,33275.0
32000,60.0,10.99,695.6,6.0,9.0,9.0,115000.0,14.99,7.7,1.0,11.0,21.0,2015.0,3.0,1999.0,2.0,193.0,CA,Fully Paid,38054.574466016,32000.0
30000,36.0,18.99,1099.53,4.0,19.0,10.0,82000.0,39.48,60.6,0.0,11.0,20.0,2016.0,2.0,2001.0,5.0,177.0,CA,Fully Paid,39551.3785271936,30000.0
35000,60.0,26.24,1052.9,3.0,25.0,8.0,125000.0,15.41,45.1,0.0,10.0,14.0,2017.0,5.0,2004.0,11.0,150.0,WA,Fully Paid,43844.863303697,35000.0
