loan_amnt,int_rate,installment,sub_grade,issue_d,issue_d_year,issue_d_month,annual_inc,dti,emp_length_years,addr_state,revol_bal,revol_util,credit_history_age_months,total_pymnt,total_rec_int,recoveries,last_pymnt_d,last_pymnt_amnt,payment_to_loan_ratio,income_to_loan_ratio,grade_ord,sub_grade_ord,loan_status_binary
30000,6.67,921.8,1,1970-01-01 00:00:00.000000115,2018,10,80000.0,12.65,0.0,9,965,1.6,201.0,3676.08,630.61,0.0,1970-01-01 00:00:00.000000032,921.8,0.1225359999999999,2.6666666666666665,7.0,2.0,0
9600,5.32,289.11,0,1970-01-01 00:00:00.000000053,2017,1,132000.0,11.5,3.0,4,9958,23.2,195.0,7299.91,715.91,0.0,1970-01-01 00:00:00.000000032,289.11,0.7604072916666667,13.75,7.0,1.0,0
16000,11.53,352.13,9,1970-01-01 00:00:00.000000081,2015,3,42000.0,16.37,10.0,4,15147,79.3,264.0,19531.5959618089,3531.6,0.0,1970-01-01 00:00:00.000000049,10034.34,1.2207247476130565,2.625,6.0,10.0,0
7000,9.44,224.04,5,1970-01-01 00:00:00.000000063,2017,7,53000.0,8.9,7.0,41,3999,100.0,154.0,4249.42,801.16,0.0,1970-01-01 00:00:00.000000032,224.04,0.60706,7.571428571428571,6.0,6.0,0
32000,9.43,1024.01,5,1970-01-01 00:00:00.000000084,2018,3,186000.0,17.69,2.0,36,20599,78.5,305.0,11247.35,2407.48,0.0,1970-01-01 00:00:00.000000032,1024.01,0.3514796875,5.8125,6.0,6.0,0
25000,6.71,768.62,2,1970-01-01 00:00:00.000000084,2018,3,125000.0,7.22,,42,4723,27.8,295.0,8445.5,1331.72,0.0,1970-01-01 00:00:00.000000032,768.62,0.33782,5.0,7.0,3.0,0
40000,11.99,1328.39,9,1970-01-01 00:00:00.000000114,2017,10,59000.0,39.95,3.0,9,200,0.4,336.0,19936.37,4987.69,0.0,1970-01-01 00:00:00.000000032,1328.39,0.4984092499999999,1.475,6.0,10.0,0
25000,14.31,858.21,13,1970-01-01 00:00:00.000000051,2015,1,65000.0,17.82,10.0,24,18325,62.8,175.0,28201.26,3201.26,0.0,1970-01-01 00:00:00.000000038,18780.83,1.1280504,2.6,5.0,14.0,0
9000,9.93,290.11,6,1970-01-01 00:00:00.000000124,2017,9,65000.0,20.22,10.0,9,14332,41.4,142.0,9932.1016235228,932.1,0.0,1970-01-01 00:00:00.000000041,5870.55,1.1035668470580888,7.222222222222222,6.0,7.0,0
4800,14.99,166.38,13,1970-01-01 00:00:00.000000042,2017,2,54000.0,19.39,10.0,34,8236,23.9,222.0,5673.4200000881,873.42,0.0,1970-01-01 00:00:00.000000016,2825.41,1.1819625000183542,11.25,5.0,14.0,0
24000,10.9,520.63,8,1970-01-01 00:00:00.000000094,2018,5,54500.0,16.14,3.0,33,1036,7.6,122.0,4671.14,1846.38,0.0,1970-01-01 00:00:00.000000032,520.63,0.1946308333333333,2.270833333333333,6.0,9.0,0
12000,11.99,398.52,10,1970-01-01 00:00:00.000000041,2016,2,45000.0,27.44,10.0,34,9064,59.8,148.0,12562.2700005209,562.27,0.0,1970-01-01 00:00:00.000000056,11386.69,1.0468558333767417,3.75,5.0,11.0,0
20000,10.08,425.73,5,1970-01-01 00:00:00.000000021,2018,8,120000.0,18.05,10.0,42,19682,45.4,186.0,2531.98,952.76,0.0,1970-01-01 00:00:00.000000032,425.73,0.126599,6.0,6.0,6.0,0
40000,13.56,921.64,10,1970-01-01 00:00:00.000000032,2018,12,300000.0,7.0,10.0,42,85,1.9,291.0,1798.08,853.49,0.0,1970-01-01 00:00:00.000000032,921.64,0.044952,7.5,5.0,11.0,0
1200,12.69,40.26,11,1970-01-01 00:00:00.000000112,2015,10,36000.0,25.83,0.0,42,394,6.1,132.0,1208.88,8.88,0.0,1970-01-01 00:00:00.000000083,1209.73,1.0074,30.0,5.0,12.0,0
18200,25.82,542.98,23,1970-01-01 00:00:00.000000063,2017,7,50000.0,21.22,7.0,14,5680,58.6,273.0,18343.591666666,143.59,0.0,1970-01-01 00:00:00.000000015,18395.8,1.0078896520146154,2.7472527472527477,3.0,24.0,0
3000,11.47,98.89,9,1970-01-01 00:00:00.000000082,2016,3,17000.0,4.59,2.0,44,433,6.6,151.0,3116.51,116.51,0.0,1970-01-01 00:00:00.000000103,1523.97,1.0388366666666666,5.666666666666667,6.0,10.0,0
4200,7.97,131.56,4,1970-01-01 00:00:00.000000043,2018,2,38000.0,24.74,10.0,26,10459,33.6,293.0,1574.07,283.63,0.0,1970-01-01 00:00:00.000000032,131.56,0.3747785714285714,9.047619047619047,7.0,5.0,0
12000,10.74,391.39,6,1970-01-01 00:00:00.000000037,2012,2,73000.0,11.92,4.0,5,17001,76.9,153.0,13859.6665722983,1859.67,0.0,1970-01-01 00:00:00.000000073,2686.47,1.1549722143581918,6.083333333333333,6.0,7.0,0
18000,10.42,584.37,7,1970-01-01 00:00:00.000000104,2017,11,90000.0,19.83,9.0,34,45638,66.4,314.0,8186.39,1843.12,0.0,1970-01-01 00:00:00.000000032,584.37,0.4547994444444445,5.0,6.0,8.0,0
10000,6.72,307.5,2,1970-01-01 00:00:00.000000031,2017,12,100000.0,2.28,3.0,33,5884,13.2,49.0,6297.53,634.25,0.0,1970-01-01 00:00:00.000000032,307.5,0.629753,10.0,7.0,3.0,0
40000,16.14,975.71,13,1970-01-01 00:00:00.000000021,2018,8,145000.0,25.37,3.0,44,41297,72.1,192.0,5782.53,3066.36,0.0,1970-01-01 00:00:00.000000032,975.71,0.14456325,3.625,5.0,14.0,0
30000,15.31,718.59,14,1970-01-01 00:00:00.000000082,2016,3,70000.0,14.79,2.0,3,11461,29.5,364.0,7134.87,3576.95,0.0,1970-01-01 00:00:00.000000039,718.59,0.2378289999999999,2.333333333333333,5.0,15.0,0
4800,10.42,155.84,7,1970-01-01 00:00:00.000000020,2017,8,62000.0,19.9,9.0,13,4592,86.6,123.0,2799.56,585.75,0.0,1970-01-01 00:00:00.000000032,155.84,0.5832416666666667,12.916666666666666,6.0,8.0,0
9500,18.99,348.19,17,1970-01-01 00:00:00.000000093,2017,5,42000.0,19.51,6.0,13,39,0.5,175.0,7353.37,2470.09,0.0,1970-01-01 00:00:00.000000032,348.19,0.774038947368421,4.421052631578948,4.0,18.0,0
8325,15.1,289.0,11,1970-01-01 00:00:00.000000100,2013,11,25000.0,19.73,10.0,41,4096,48.2,199.0,10403.1399995837,2078.14,0.0,1970-01-01 00:00:00.000000094,577.14,1.2496264263764203,3.003003003003003,5.0,12.0,0
11000,13.98,255.84,12,1970-01-01 00:00:00.000000111,2014,10,53000.0,24.76,7.0,32,6937,44.5,136.0,8021.83,2254.97,2913.57,1970-01-01 00:00:00.000000056,255.84,0.7292572727272727,4.818181818181818,5.0,13.0,0
4600,11.05,150.71,8,1970-01-01 00:00:00.000000074,2018,6,32000.0,8.81,10.0,15,3735,32.8,103.0,1202.86,307.59,0.0,1970-01-01 00:00:00.000000032,150.71,0.2614913043478261,6.956521739130435,6.0,9.0,0
12500,10.99,409.18,8,1970-01-01 00:00:00.000000112,2015,10,38000.0,27.51,0.0,21,18554,62.7,422.0,14394.3895366033,1894.39,0.0,1970-01-01 00:00:00.000000031,905.34,1.151551162928264,3.04,6.0,9.0,0
21000,11.99,697.41,7,1970-01-01 00:00:00.000000100,2013,11,105000.0,27.1,0.0,35,13160,62.1,189.0,22539.43,1539.43,0.0,1970-01-01 00:00:00.000000046,17657.56,1.0733061904761905,5.0,6.0,8.0,0
10200,7.97,319.49,4,1970-01-01 00:00:00.000000031,2017,12,83000.0,18.55,10.0,45,7784,67.7,235.0,4488.83,783.0,0.0,1970-01-01 00:00:00.000000032,319.49,0.4400813725490196,8.137254901960784,7.0,5.0,0
16900,17.57,425.21,18,1970-01-01 00:00:00.000000060,2014,7,38500.0,26.82,0.0,42,8533,67.2,143.0,21569.15,4669.15,0.0,1970-01-01 00:00:00.000000075,13064.95,1.2762810650887575,2.2781065088757395,4.0,19.0,0
3850,22.39,147.82,20,1970-01-01 00:00:00.000000072,2016,6,76000.0,16.53,,32,4820,53.6,358.0,2415.06,762.64,631.01,1970-01-01 00:00:00.000000057,147.82,0.6272883116883117,19.74025974025974,3.0,21.0,0
9000,7.9,281.62,3,1970-01-01 00:00:00.000000049,2013,1,80000.0,23.66,10.0,37,56631,76.8,377.0,10126.04,1126.04,0.0,1970-01-01 00:00:00.000000102,1395.82,1.1251155555555556,8.88888888888889,7.0,4.0,0
10000,22.9,386.58,20,1970-01-01 00:00:00.000000084,2018,3,123000.0,17.17,3.0,46,19252,97.7,280.0,4226.94,1856.05,0.0,1970-01-01 00:00:00.000000032,386.58,0.4226939999999999,12.3,3.0,21.0,0
5000,7.39,155.28,3,1970-01-01 00:00:00.000000092,2016,5,42000.0,27.86,8.0,46,10556,90.2,166.0,5119.11,579.22,0.0,1970-01-01 00:00:00.000000032,155.28,1.023822,8.4,7.0,4.0,0
12000,11.44,395.37,8,1970-01-01 00:00:00.000000093,2017,5,75000.0,13.81,2.0,5,13033,52.6,155.0,8295.14,1796.8,0.0,1970-01-01 00:00:00.000000032,395.37,0.6912616666666667,6.25,6.0,9.0,0
5000,10.47,162.45,6,1970-01-01 00:00:00.000000115,2018,10,30000.0,20.48,,47,4136,20.7,227.0,646.89,165.33,0.0,1970-01-01 00:00:00.000000032,162.45,0.129378,6.0,6.0,7.0,0
10000,5.32,301.15,0,1970-01-01 00:00:00.000000052,2016,1,60000.0,15.0,6.0,40,9329,38.1,146.0,10847.675702762,847.68,0.0,1970-01-01 00:00:00.000000032,301.07,1.0847675702762,6.0,7.0,1.0,0
8700,11.99,288.93,10,1970-01-01 00:00:00.000000072,2016,6,27000.0,10.31,10.0,32,2401,88.9,149.0,9239.96,1667.09,0.0,1970-01-01 00:00:00.000000032,288.93,1.062064367816092,3.103448275862069,5.0,11.0,0
12000,21.85,457.36,19,1970-01-01 00:00:00.000000010,2018,4,85000.0,15.51,10.0,4,19333,63.4,197.0,4544.47,1950.34,0.0,1970-01-01 00:00:00.000000032,457.36,0.3787058333333333,7.083333333333333,4.0,20.0,0
10850,13.99,370.78,13,1970-01-01 00:00:00.000000018,2015,8,59000.0,20.69,2.0,24,6826,34.6,205.0,11970.85,1120.85,0.0,1970-01-01 00:00:00.000000056,8379.28,1.103304147465438,5.43778801843318,5.0,14.0,0
15950,13.49,541.2,11,1970-01-01 00:00:00.000000113,2016,10,173000.0,8.22,2.0,20,3926,40.5,193.0,15141.65,3309.81,0.0,1970-01-01 00:00:00.000000032,541.2,0.9493197492163008,10.846394984326018,5.0,12.0,0
24000,12.99,808.54,10,1970-01-01 00:00:00.000000111,2014,10,65000.0,19.5,3.0,42,6922,61.8,90.0,28573.39,4573.39,0.0,1970-01-01 00:00:00.000000094,9943.11,1.1905579166666669,2.708333333333333,5.0,11.0,0
5000,10.42,162.33,7,1970-01-01 00:00:00.000000020,2017,8,44200.0,19.52,,43,8501,30.7,400.0,5611.0826051317,611.08,0.0,1970-01-01 00:00:00.000000032,3016.69,1.12221652102634,8.84,6.0,8.0,0
10725,7.21,332.19,2,1970-01-01 00:00:00.000000105,2018,11,70000.0,4.42,1.0,37,10732,46.5,146.0,992.27,184.18,0.0,1970-01-01 00:00:00.000000032,332.19,0.0925193473193473,6.526806526806527,7.0,3.0,0
6025,10.91,197.0,8,1970-01-01 00:00:00.000000073,2017,6,17000.0,6.71,,18,1679,19.8,301.0,3537.5,830.01,0.0,1970-01-01 00:00:00.000000032,136.0,0.5871369294605809,2.8215767634854774,6.0,9.0,1
25000,6.11,761.8,0,1970-01-01 00:00:00.000000021,2018,8,51250.0,17.52,0.0,5,23424,80.8,212.0,4553.83,697.99,0.0,1970-01-01 00:00:00.000000032,761.8,0.1821532,2.05,7.0,1.0,0
9000,22.35,345.35,19,1970-01-01 00:00:00.000000125,2018,9,37000.0,22.64,3.0,13,9548,27.8,54.0,1704.4,782.05,0.0,1970-01-01 00:00:00.000000032,345.35,0.1893777777777777,4.111111111111111,4.0,20.0,0
23800,7.97,745.48,4,1970-01-01 00:00:00.000000063,2017,7,140000.0,9.86,5.0,4,6669,12.1,255.0,1469.88,291.16,0.0,1970-01-01 00:00:00.000000095,745.48,0.0617596638655462,5.882352941176471,7.0,5.0,0
5000,9.99,161.32,7,1970-01-01 00:00:00.000000029,2015,12,19000.0,8.46,0.0,21,3944,21.1,190.0,5802.565761514,802.57,0.0,1970-01-01 00:00:00.000000096,481.79,1.1605131523028,3.8,6.0,8.0,0
10000,11.39,329.24,7,1970-01-01 00:00:00.000000030,2016,12,44208.0,25.19,10.0,41,5316,75.9,149.0,8553.91,1680.65,0.0,1970-01-01 00:00:00.000000032,329.24,0.855391,4.4208,6.0,8.0,0
35000,16.46,859.72,14,1970-01-01 00:00:00.000000074,2018,6,72000.0,20.25,5.0,4,35546,86.5,204.0,5762.0,2992.64,0.0,1970-01-01 00:00:00.000000041,859.72,0.1646285714285714,2.057142857142857,5.0,15.0,0
12000,18.99,311.23,18,1970-01-01 00:00:00.000000008,2016,4,93000.0,23.65,10.0,30,34792,48.5,231.0,3329.67,1262.58,1176.38,1970-01-01 00:00:00.000000084,311.23,0.2774725,7.75,4.0,19.0,0
20000,9.17,416.82,6,1970-01-01 00:00:00.000000061,2015,7,63000.0,20.3,7.0,34,19741,45.4,178.0,17938.23,4559.48,0.0,1970-01-01 00:00:00.000000032,416.82,0.8969115,3.15,6.0,7.0,0
2500,15.04,86.72,13,1970-01-01 00:00:00.000000010,2018,4,84000.0,10.99,5.0,4,10744,63.2,90.0,865.11,278.94,0.0,1970-01-01 00:00:00.000000032,86.72,0.346044,33.6,5.0,14.0,0
11000,5.32,331.27,0,1970-01-01 00:00:00.000000053,2017,1,52704.0,7.97,9.0,37,11029,47.5,250.0,8298.01,846.61,0.0,1970-01-01 00:00:00.000000032,331.27,0.7543645454545455,4.791272727272728,7.0,1.0,0
10450,16.99,372.52,17,1970-01-01 00:00:00.000000122,2015,9,23800.0,37.47,4.0,9,9100,36.0,53.0,11644.4035664255,1194.4,0.0,1970-01-01 00:00:00.000000030,656.54,1.1142969920024404,2.277511961722488,4.0,18.0,0
18000,7.02,555.96,1,1970-01-01 00:00:00.000000032,2018,12,67000.0,5.64,0.0,2,3611,11.8,66.0,1304.9,199.15,0.0,1970-01-01 00:00:00.000000032,555.96,0.0724944444444444,3.7222222222222223,7.0,2.0,0
40000,29.69,1286.53,26,1970-01-01 00:00:00.000000064,2018,7,99219.0,57.11,10.0,42,46806,43.2,259.0,8939.73,6700.92,0.0,1970-01-01 00:00:00.000000032,1286.53,0.2234932499999999,2.480475,2.0,27.0,0
6725,8.9,213.55,4,1970-01-01 00:00:00.000000079,2013,3,55000.0,18.7,9.0,5,5471,32.8,158.0,7659.7399974818,934.74,0.0,1970-01-01 00:00:00.000000083,4.93,1.13899479516458,8.178438661710038,7.0,5.0,0
15000,7.99,469.98,4,1970-01-01 00:00:00.000000053,2017,1,75000.0,15.66,5.0,26,19876,53.6,111.0,11742.84,1714.16,0.0,1970-01-01 00:00:00.000000032,469.98,0.782856,5.0,7.0,5.0,0
10000,9.75,321.5,7,1970-01-01 00:00:00.000000008,2016,4,36000.0,21.2,10.0,10,5564,28.8,104.0,10920.17,1555.39,0.0,1970-01-01 00:00:00.000000032,321.5,1.092017,3.6,6.0,8.0,0
3975,21.67,151.13,24,1970-01-01 00:00:00.000000081,2015,3,12000.0,14.4,6.0,46,1960,45.6,175.0,5386.326291302,1411.33,0.0,1970-01-01 00:00:00.000000104,1008.35,1.3550506393212578,3.018867924528302,3.0,25.0,0
21000,16.14,739.75,13,1970-01-01 00:00:00.000000125,2018,9,64000.0,18.4,3.0,46,5320,48.8,217.0,3821.15,1472.31,0.0,1970-01-01 00:00:00.000000032,739.75,0.1819595238095238,3.0476190476190474,5.0,14.0,0
7350,14.16,251.78,11,1970-01-01 00:00:00.000000006,2014,4,23000.0,17.33,,46,3314,34.2,232.0,9050.4124243518,1700.41,0.0,1970-01-01 00:00:00.000000006,251.66,1.2313486291635105,3.129251700680272,5.0,12.0,0
5500,11.39,181.09,7,1970-01-01 00:00:00.000000009,2017,4,63000.0,17.92,10.0,9,5170,22.7,161.0,6344.9932191887,844.99,0.0,1970-01-01 00:00:00.000000032,2545.58,1.1536351307615818,11.454545454545457,6.0,8.0,0
18000,14.08,419.58,12,1970-01-01 00:00:00.000000124,2017,9,52000.0,31.06,3.0,42,9577,18.5,55.0,7118.78,3223.47,0.0,1970-01-01 00:00:00.000000032,419.58,0.3954877777777777,2.888888888888889,5.0,13.0,0
21000,19.03,545.1,17,1970-01-01 00:00:00.000000104,2017,11,95000.0,26.05,4.0,18,26368,71.8,137.0,8154.3,4594.58,0.0,1970-01-01 00:00:00.000000032,545.1,0.3883,4.523809523809524,4.0,18.0,0
10000,15.02,346.76,12,1970-01-01 00:00:00.000000021,2018,8,70000.0,2.98,10.0,30,4322,40.8,162.0,2872.22,683.57,0.0,1970-01-01 00:00:00.000000032,346.76,0.287222,7.0,5.0,13.0,0
20000,7.62,623.23,2,1970-01-01 00:00:00.000000050,2014,1,70000.0,21.68,0.0,22,14614,49.0,191.0,22436.1671412945,2436.17,0.0,1970-01-01 00:00:00.000000030,623.12,1.121808357064725,3.5,7.0,3.0,0
7000,7.9,219.04,3,1970-01-01 00:00:00.000000119,2012,9,32000.0,19.95,10.0,16,5235,63.1,139.0,7885.107216022001,885.11,0.0,1970-01-01 00:00:00.000000093,222.67,1.126443888003143,4.571428571428571,7.0,4.0,0
25000,6.68,768.28,2,1970-01-01 00:00:00.000000091,2015,5,56568.0,17.52,9.0,4,18639,44.1,505.0,27648.599603946,2648.6,0.0,1970-01-01 00:00:00.000000058,768.08,1.10594398415784,2.26272,7.0,3.0,0
16000,14.52,376.62,12,1970-01-01 00:00:00.000000074,2018,6,85000.0,15.52,3.0,34,6546,32.1,223.0,3000.05,1472.36,0.0,1970-01-01 00:00:00.000000032,376.62,0.187503125,5.3125,5.0,13.0,0
13225,14.3,453.93,10,1970-01-01 00:00:00.000000110,2013,10,45000.0,12.0,10.0,33,4549,77.1,198.0,15508.8000061693,2283.8,0.0,1970-01-01 00:00:00.000000004,7794.81,1.172688091203728,3.402646502835539,5.0,11.0,0
34500,12.73,780.23,9,1970-01-01 00:00:00.000000125,2018,9,130000.0,19.26,3.0,11,29762,32.6,524.0,36236.724621883,1736.72,0.0,1970-01-01 00:00:00.000000041,33944.83,1.0503398441125509,3.768115942028986,6.0,10.0,0
3000,16.55,106.29,16,1970-01-01 00:00:00.000000029,2015,12,40000.0,25.44,10.0,13,14606,56.0,101.0,2144.75,594.39,234.29,1970-01-01 00:00:00.000000049,106.29,0.7149166666666666,13.333333333333334,4.0,17.0,0
6000,8.59,189.66,4,1970-01-01 00:00:00.000000113,2016,10,41000.0,16.25,3.0,46,6361,11.2,199.0,6738.3133019667,738.31,0.0,1970-01-01 00:00:00.000000024,1825.05,1.12305221699445,6.833333333333333,7.0,5.0,0
21000,24.84,614.41,22,1970-01-01 00:00:00.000000010,2018,4,26000.0,17.96,0.0,8,1827,43.5,74.0,6170.81,4196.72,0.0,1970-01-01 00:00:00.000000032,614.41,0.2938480952380952,1.238095238095238,3.0,23.0,0
3000,14.09,102.67,9,1970-01-01 00:00:00.000000026,2012,12,109000.0,9.03,4.0,42,2716,71.5,112.0,3695.8564105689,695.86,0.0,1970-01-01 00:00:00.000000021,102.4,1.2319521368563,36.333333333333336,6.0,10.0,0
29975,16.99,1068.55,17,1970-01-01 00:00:00.000000111,2014,10,65390.0,24.9,10.0,42,28299,74.7,181.0,33483.13,3508.13,0.0,1970-01-01 00:00:00.000000047,24963.02,1.1170351959966638,2.181484570475396,4.0,18.0,0
10000,10.99,327.34,6,1970-01-01 00:00:00.000000110,2013,10,50000.0,9.77,2.0,36,12175,27.0,170.0,11784.2399999993,1784.24,0.0,1970-01-01 00:00:00.000000094,327.34,1.17842399999993,5.0,6.0,7.0,0
35000,11.99,1162.34,9,1970-01-01 00:00:00.000000051,2015,1,76358.0,3.16,10.0,33,8801,64.2,220.0,41824.8700100341,6824.87,0.0,1970-01-01 00:00:00.000000031,1166.28,1.1949962860009744,2.181657142857143,6.0,10.0,0
12000,11.99,398.52,7,1970-01-01 00:00:00.000000039,2014,2,70000.0,26.11,10.0,9,9548,38.0,241.0,13520.6900011932,1520.69,0.0,1970-01-01 00:00:00.000000055,7941.41,1.1267241667661,5.833333333333333,6.0,8.0,0
15000,18.06,381.4,16,1970-01-01 00:00:00.000000093,2017,5,117300.0,24.31,10.0,4,44572,90.0,249.0,5700.13,4017.34,0.0,1970-01-01 00:00:00.000000032,200.0,0.3800086666666666,7.82,4.0,17.0,1
35000,25.82,1406.82,23,1970-01-01 00:00:00.000000063,2017,7,120000.0,33.52,2.0,33,46735,108.0,99.0,25433.37,11125.68,0.0,1970-01-01 00:00:00.000000041,1406.82,0.7266677142857143,3.4285714285714284,3.0,24.0,0
25000,12.61,563.85,10,1970-01-01 00:00:00.000000010,2018,4,100000.0,19.31,4.0,33,24517,35.8,187.0,5603.47,2445.59,0.0,1970-01-01 00:00:00.000000032,563.85,0.2241388,4.0,5.0,11.0,0
26400,16.55,935.34,16,1970-01-01 00:00:00.000000061,2015,7,75000.0,17.54,4.0,30,29273,94.4,187.0,30033.1700043114,3633.17,0.0,1970-01-01 00:00:00.000000056,20699.41,1.1376200759208863,2.840909090909091,4.0,17.0,0
12000,6.49,367.74,1,1970-01-01 00:00:00.000000082,2016,3,95000.0,13.38,5.0,30,5297,57.6,171.0,12866.1,1232.51,0.0,1970-01-01 00:00:00.000000032,367.74,1.072175,7.916666666666667,7.0,2.0,0
6825,16.99,243.3,17,1970-01-01 00:00:00.000000102,2015,11,65000.0,19.07,2.0,44,4564,42.3,240.0,8182.1370139637,1357.14,0.0,1970-01-01 00:00:00.000000006,4282.9,1.1988479141338757,9.523809523809524,4.0,18.0,0
9950,8.99,316.37,5,1970-01-01 00:00:00.000000062,2016,7,45000.0,10.61,3.0,4,11463,43.6,139.0,11258.2215585815,1308.22,0.0,1970-01-01 00:00:00.000000105,3353.94,1.1314795536262814,4.522613065326633,6.0,6.0,0
6000,16.91,213.65,14,1970-01-01 00:00:00.000000115,2018,10,60000.0,17.92,3.0,14,6601,26.5,50.0,994.36,318.44,0.0,1970-01-01 00:00:00.000000032,250.0,0.1657266666666666,10.0,5.0,15.0,0
4000,12.59,133.99,11,1970-01-01 00:00:00.000000029,2015,12,40000.0,25.89,2.0,42,3892,62.8,128.0,4190.94,190.94,0.0,1970-01-01 00:00:00.000000005,3791.77,1.047735,10.0,5.0,12.0,0
13850,25.99,414.6,29,1970-01-01 00:00:00.000000029,2015,12,47000.0,32.69,8.0,42,9493,77.8,141.0,2447.6,1721.47,0.0,1970-01-01 00:00:00.000000056,414.6,0.1767220216606498,3.3935018050541514,2.0,30.0,0
12000,24.49,348.64,22,1970-01-01 00:00:00.000000019,2016,8,95000.0,5.02,10.0,13,11919,64.8,174.0,14081.9598218058,2081.96,0.0,1970-01-01 00:00:00.000000006,11574.13,1.17349665181715,7.916666666666667,3.0,23.0,0
20000,7.39,621.12,3,1970-01-01 00:00:00.000000082,2016,3,150000.0,12.64,10.0,39,13630,25.4,167.0,14269.34,2006.07,0.0,1970-01-01 00:00:00.000000031,621.12,0.713467,7.5,7.0,4.0,0
18000,13.66,612.23,12,1970-01-01 00:00:00.000000101,2014,11,50000.0,31.97,,18,17719,87.7,242.0,17827.22,3847.22,644.63,1970-01-01 00:00:00.000000006,612.23,0.9904011111111112,2.7777777777777777,5.0,13.0,0
1500,12.59,50.25,11,1970-01-01 00:00:00.000000029,2015,12,49500.0,31.61,3.0,4,7821,38.2,344.0,1772.5324865991,272.53,0.0,1970-01-01 00:00:00.000000105,43.69,1.1816883243994,33.0,5.0,12.0,0
11200,7.35,347.62,3,1970-01-01 00:00:00.000000104,2017,11,65000.0,3.92,10.0,9,6710,6.9,171.0,5209.73,840.13,0.0,1970-01-01 00:00:00.000000032,347.62,0.4651544642857142,5.803571428571429,7.0,4.0,0
12000,16.99,298.17,15,1970-01-01 00:00:00.000000009,2017,4,74000.0,19.32,10.0,33,14468,72.3,199.0,13086.04918617,1086.05,0.0,1970-01-01 00:00:00.000000085,105.74,1.0905040988475,6.166666666666667,4.0,16.0,0
28000,15.99,984.26,14,1970-01-01 00:00:00.000000030,2016,12,65000.0,7.88,7.0,33,10734,41.9,108.0,20644.59,5946.67,0.0,1970-01-01 00:00:00.000000105,984.26,0.7373067857142858,2.321428571428572,5.0,15.0,0
5000,13.59,169.9,11,1970-01-01 00:00:00.000000020,2017,8,33000.0,33.79,10.0,33,5084,14.3,135.0,3054.42,806.82,0.0,1970-01-01 00:00:00.000000032,169.9,0.610884,6.6,5.0,12.0,0
32000,26.14,960.75,28,1970-01-01 00:00:00.000000072,2016,6,95000.0,29.54,3.0,4,23681,85.5,118.0,12069.35,6113.99,3629.82,1970-01-01 00:00:00.000000057,300.0,0.3771671875,2.96875,2.0,29.0,0
12000,7.26,371.96,3,1970-01-01 00:00:00.000000018,2015,8,60000.0,10.66,6.0,11,13267,70.2,172.0,13115.3200288796,1115.32,0.0,1970-01-01 00:00:00.000000006,6052.92,1.0929433357399667,5.0,7.0,4.0,0
25000,9.17,521.03,6,1970-01-01 00:00:00.000000122,2015,9,75000.0,19.49,10.0,42,9868,12.7,316.0,29581.7033596436,4581.7,0.0,1970-01-01 00:00:00.000000067,14484.57,1.183268134385744,3.0,6.0,7.0,0
5500,10.99,180.04,6,1970-01-01 00:00:00.000000050,2014,1,46000.0,23.27,10.0,4,5162,25.0,278.0,6159.22,976.42,37.86,1970-01-01 00:00:00.000000022,180.04,1.119858181818182,8.363636363636363,6.0,7.0,0
12000,7.26,371.96,3,1970-01-01 00:00:00.000000091,2015,5,150223.0,11.06,,36,19767,65.7,176.0,13406.9249037058,1406.92,0.0,1970-01-01 00:00:00.000000058,371.69,1.1172437419754833,12.518583333333334,7.0,4.0,0
24000,9.99,509.82,7,1970-01-01 00:00:00.000000018,2015,8,135000.0,26.11,2.0,5,14352,28.4,217.0,21399.12,5888.09,0.0,1970-01-01 00:00:00.000000032,509.82,0.8916299999999999,5.625,6.0,8.0,0
7000,6.89,215.79,2,1970-01-01 00:00:00.000000018,2015,8,25000.0,25.88,8.0,47,4246,34.0,183.0,7765.672139391,765.67,0.0,1970-01-01 00:00:00.000000016,215.7,1.1093817341987142,3.571428571428572,7.0,3.0,0
6000,11.49,197.83,9,1970-01-01 00:00:00.000000113,2016,10,62000.0,18.83,10.0,4,116,4.1,173.0,6301.8955628096,301.9,0.0,1970-01-01 00:00:00.000000066,5514.41,1.0503159271349334,10.333333333333334,6.0,10.0,0
28000,16.99,695.73,15,1970-01-01 00:00:00.000000019,2016,8,82000.0,11.93,10.0,34,29381,99.6,285.0,7280.14,2262.91,3158.62,1970-01-01 00:00:00.000000030,695.73,0.260005,2.9285714285714284,4.0,16.0,0
30000,22.9,844.0,20,1970-01-01 00:00:00.000000074,2018,6,70250.0,22.24,10.0,44,40612,67.9,144.0,6675.67,4352.93,0.0,1970-01-01 00:00:00.000000032,844.0,0.2225223333333333,2.341666666666667,3.0,21.0,0
15000,18.94,388.62,16,1970-01-01 00:00:00.000000021,2018,8,74000.0,27.39,3.0,13,17593,61.7,196.0,2315.94,1368.0,0.0,1970-01-01 00:00:00.000000032,388.62,0.154396,4.933333333333334,4.0,17.0,0
10000,18.94,259.08,16,1970-01-01 00:00:00.000000064,2018,7,90000.0,17.29,3.0,33,15509,70.2,149.0,1792.52,1049.34,0.0,1970-01-01 00:00:00.000000032,259.08,0.179252,9.0,4.0,17.0,0
